"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT1387791","hsa","hsa","hsa-miR-320b","SH3PXD2A","0","0","0","0","0","0","0","1","1","0"
"MIRT1387873","hsa","hsa","hsa-miR-320b","SH3RF1","0","0","0","0","0","0","0","1","1","0"
"MIRT1388491","hsa","hsa","hsa-miR-320b","SKI","0","0","0","0","0","0","0","1","1","0"
"MIRT1388918","hsa","hsa","hsa-miR-320b","SLC2A3","0","0","0","0","0","0","0","1","1","0"
"MIRT1389236","hsa","hsa","hsa-miR-320b","SLC35A5","0","0","0","0","0","0","0","1","1","0"
"MIRT1389372","hsa","hsa","hsa-miR-320b","SLC38A2","0","0","0","0","0","0","0","1","1","0"
"MIRT1392324","hsa","hsa","hsa-miR-320b","SPECC1L","0","0","0","0","0","0","0","1","1","0"
"MIRT1392928","hsa","hsa","hsa-miR-320b","SRP19","0","0","0","0","0","0","0","1","1","0"
"MIRT1393290","hsa","hsa","hsa-miR-320b","SSX2IP","0","0","0","0","0","0","0","1","1","0"
"MIRT1393413","hsa","hsa","hsa-miR-320b","ST3GAL1","0","0","0","0","0","0","0","1","1","0"
"MIRT1394763","hsa","hsa","hsa-miR-320b","STX3","0","0","0","0","0","0","0","1","1","0"
"MIRT1398367","hsa","hsa","hsa-miR-320b","THBS2","0","0","0","0","0","0","0","1","1","0"
"MIRT1398708","hsa","hsa","hsa-miR-320b","TIMP2","0","0","0","0","0","0","0","1","1","0"
"MIRT1399947","hsa","hsa","hsa-miR-320b","TMEM100","0","0","0","0","0","0","0","1","1","0"
"MIRT1401370","hsa","hsa","hsa-miR-320b","TNPO1","0","0","0","0","0","0","0","1","1","0"
"MIRT1401380","hsa","hsa","hsa-miR-320b","TNPO1","0","0","0","0","0","0","0","1","1","0"
"MIRT1403539","hsa","hsa","hsa-miR-320b","TRIAP1","0","0","0","0","0","0","0","1","1","0"
"MIRT1406323","hsa","hsa","hsa-miR-320b","ULK1","0","0","0","0","0","0","0","1","1","0"
"MIRT1406890","hsa","hsa","hsa-miR-320b","VANGL1","0","0","0","0","0","0","0","1","1","0"
"MIRT1408340","hsa","hsa","hsa-miR-320b","XPO7","0","0","0","0","0","0","0","1","1","0"
"MIRT1408516","hsa","hsa","hsa-miR-320b","YOD1","0","0","0","0","0","0","0","1","1","0"
"MIRT1410738","hsa","hsa","hsa-miR-320b","ZFP36L2","0","0","0","0","0","0","0","1","1","0"
"MIRT1412095","hsa","hsa","hsa-miR-320b","ZNF652","0","0","0","0","0","0","0","1","1","0"
"MIRT1413617","hsa","hsa","hsa-miR-320b","AKAP10","0","0","0","0","0","0","0","1","1","0"
"MIRT1414945","hsa","hsa","hsa-miR-320b","ATP5L","0","0","0","0","0","0","0","1","1","0"
"MIRT1415325","hsa","hsa","hsa-miR-320b","BCL7B","0","0","0","0","0","0","0","1","1","0"
"MIRT1416032","hsa","hsa","hsa-miR-320b","C15orf38","0","0","0","0","0","0","0","1","1","0"
"MIRT1418443","hsa","hsa","hsa-miR-320b","CLIP4","0","0","0","0","0","0","0","1","1","0"
"MIRT1418637","hsa","hsa","hsa-miR-320b","COG4","0","0","0","0","0","0","0","1","1","0"
"MIRT1420231","hsa","hsa","hsa-miR-320b","DNAJC24","0","0","0","0","0","0","0","1","1","0"
"MIRT1421048","hsa","hsa","hsa-miR-320b","ELK4","0","0","0","0","0","0","0","1","1","0"
"MIRT1424313","hsa","hsa","hsa-miR-320b","HGSNAT","0","0","0","0","0","0","0","1","1","0"
"MIRT1426523","hsa","hsa","hsa-miR-320b","KIAA0355","0","0","0","0","0","0","0","1","1","0"
"MIRT1427541","hsa","hsa","hsa-miR-320b","LMNA","0","0","0","0","0","0","0","1","1","0"
"MIRT1428075","hsa","hsa","hsa-miR-320b","MANBA","0","0","0","0","0","0","0","1","1","0"
"MIRT1428285","hsa","hsa","hsa-miR-320b","MAP9","0","0","0","0","0","0","0","1","1","0"
"MIRT1430556","hsa","hsa","hsa-miR-320b","NECAP1","0","0","0","0","0","0","0","1","1","0"
"MIRT1431347","hsa","hsa","hsa-miR-320b","NUS1","0","0","0","0","0","0","0","1","1","0"
"MIRT1434206","hsa","hsa","hsa-miR-320b","PSG7","0","0","0","0","0","0","0","1","1","0"
"MIRT1434446","hsa","hsa","hsa-miR-320b","PTPRS","0","0","0","0","0","0","0","1","1","0"
"MIRT1435277","hsa","hsa","hsa-miR-320b","RGMB","0","0","0","0","0","0","0","1","1","0"
"MIRT1435692","hsa","hsa","hsa-miR-320b","RMND5A","0","0","0","0","0","0","0","1","1","0"
"MIRT1438017","hsa","hsa","hsa-miR-320b","SMARCA2","0","0","0","0","0","0","0","1","1","0"
"MIRT1438851","hsa","hsa","hsa-miR-320b","STARD4","0","0","0","0","0","0","0","1","1","0"
"MIRT1439661","hsa","hsa","hsa-miR-320b","TCF7L1","0","0","0","0","0","0","0","1","1","0"
"MIRT1439727","hsa","hsa","hsa-miR-320b","TDP1","0","0","0","0","0","0","0","1","1","0"
"MIRT1441143","hsa","hsa","hsa-miR-320b","TPRG1L","0","0","0","0","0","0","0","1","1","0"
"MIRT1441323","hsa","hsa","hsa-miR-320b","TRIM62","0","0","0","0","0","0","0","1","1","0"
"MIRT1442691","hsa","hsa","hsa-miR-320b","WDR52","0","0","0","0","0","0","0","1","1","0"
"MIRT1445802","hsa","hsa","hsa-miR-320b","ARHGAP5","0","0","0","0","0","0","0","1","1","0"
"MIRT1446815","hsa","hsa","hsa-miR-320b","BDKRB2","0","0","0","0","0","0","0","1","1","0"
"MIRT1447471","hsa","hsa","hsa-miR-320b","C3orf63","0","0","0","0","0","0","0","1","1","0"
"MIRT1447630","hsa","hsa","hsa-miR-320b","C5orf62","0","0","0","0","0","0","0","1","1","0"
"MIRT1448022","hsa","hsa","hsa-miR-320b","CCDC17","0","0","0","0","0","0","0","1","1","0"
"MIRT1449778","hsa","hsa","hsa-miR-320b","CTDSP2","0","0","0","0","0","0","0","1","1","0"
"MIRT1450601","hsa","hsa","hsa-miR-320b","DCAF6","0","0","0","0","0","0","0","1","1","0"
"MIRT1450903","hsa","hsa","hsa-miR-320b","DIP2B","0","0","0","0","0","0","0","1","1","0"
"MIRT1452865","hsa","hsa","hsa-miR-320b","GALNT10","0","0","0","0","0","0","0","1","1","0"
